userId,movieId
14.0,1284.0
14.0,5257.0
14.0,5008.0
14.0,3219.0
14.0,539.0
14.0,412.0
14.0,5921.0
14.0,5029.0
14.0,944.0
14.0,2485.0
14.0,3640.0
14.0,688.0
14.0,3644.0
14.0,4029.0
14.0,4670.0
14.0,4160.0
14.0,1219.0
14.0,2389.0
14.0,2137.0
14.0,3805.0
14.0,5727.0
14.0,2448.0
14.0,4836.0
14.0,874.0
14.0,4413.0
14.0,3711.0
14.0,5884.0
14.0,3454.0
14.0,5375.0
15.0,1928.0
15.0,3860.0
15.0,2584.0
15.0,3355.0
15.0,155.0
15.0,1319.0
15.0,5812.0
15.0,2229.0
15.0,4412.0
15.0,4285.0
15.0,4160.0
15.0,3552.0
15.0,2121.0
15.0,203.0
15.0,718.0
15.0,2142.0
15.0,613.0
15.0,2912.0
15.0,97.0
15.0,4581.0
15.0,4710.0
15.0,1904.0
15.0,2292.0
15.0,2426.0
15.0,252.0
15.0,2687.0
16.0,169.0
16.0,482.0
16.0,4508.0
16.0,991.0
17.0,3304.0
17.0,5418.0
17.0,2819.0
17.0,28.0
17.0,1349.0
18.0,2944.0
18.0,3265.0
18.0,5390.0
18.0,6022.0
19.0,4864.0
19.0,1339.0
19.0,1471.0
20.0,4057.0
20.0,4871.0
21.0,4209.0
21.0,556.0
21.0,1069.0
22.0,5366.0
23.0,521.0
23.0,1547.0
23.0,3097.0
23.0,2974.0
23.0,5664.0
23.0,5410.0
23.0,552.0
23.0,1452.0
23.0,5421.0
23.0,5300.0
23.0,3782.0
23.0,3658.0
23.0,2082.0
23.0,3792.0
23.0,2641.0
23.0,3924.0
23.0,4345.0
23.0,5081.0
23.0,354.0
23.0,1508.0
23.0,3153.0
23.0,4857.0
24.0,256.0
25.0,5380.0
25.0,261.0
25.0,391.0
25.0,4114.0
25.0,4246.0
25.0,4888.0
25.0,6041.0
25.0,1435.0
25.0,2721.0
25.0,3362.0
25.0,3365.0
25.0,1833.0
25.0,5812.0
25.0,1731.0
25.0,3525.0
25.0,1224.0
25.0,2633.0
25.0,1745.0
25.0,3667.0
25.0,468.0
25.0,599.0
25.0,2777.0
25.0,5347.0
25.0,755.0
26.0,5248.0
26.0,5739.0
26.0,2411.0
26.0,622.0
26.0,4719.0
26.0,3349.0
26.0,2522.0
26.0,2527.0
27.0,1.0
27.0,386.0
27.0,2822.0
27.0,4105.0
27.0,3339.0
27.0,3714.0
27.0,4751.0
27.0,1936.0
27.0,4440.0
27.0,148.0
27.0,6038.0
27.0,5145.0
27.0,4121.0
27.0,924.0
27.0,2845.0
27.0,2338.0
27.0,423.0
27.0,4520.0
27.0,4764.0
27.0,5312.0
27.0,3887.0
27.0,2615.0
27.0,4154.0
27.0,315.0
27.0,4800.0
27.0,1217.0
27.0,4034.0
27.0,2758.0
27.0,3746.0
27.0,2510.0
27.0,1752.0
27.0,4442.0
27.0,3163.0
27.0,2016.0
27.0,2786.0
27.0,1763.0
27.0,485.0
27.0,668.0
27.0,3190.0
27.0,1785.0
27.0,5758.0
28.0,4592.0
28.0,1953.0
28.0,4738.0
28.0,4502.0
29.0,2212.0
29.0,487.0
29.0,5578.0
29.0,79.0
29.0,948.0
29.0,2191.0
30.0,3810.0
30.0,4520.0
30.0,4074.0
30.0,4429.0
30.0,3918.0
30.0,1917.0
30.0,5520.0
30.0,5588.0
30.0,2998.0
30.0,5436.0
30.0,5642.0
31.0,3872.0
31.0,3842.0
31.0,506.0
31.0,2623.0
32.0,3939.0
32.0,5223.0
32.0,1832.0
32.0,2061.0
32.0,2446.0
32.0,3983.0
32.0,1840.0
32.0,467.0
32.0,4084.0
32.0,2650.0
32.0,926.0
33.0,3876.0
33.0,2310.0
33.0,3846.0
33.0,3239.0
33.0,1299.0
33.0,617.0
33.0,5484.0
33.0,3086.0
33.0,5830.0
33.0,4018.0
33.0,2291.0
33.0,4756.0
33.0,2168.0
33.0,356.0
33.0,4148.0
34.0,3840.0
34.0,963.0
34.0,841.0
34.0,5231.0
34.0,3538.0
34.0,6004.0
34.0,4507.0
35.0,5771.0
36.0,5186.0
36.0,5043.0
36.0,3622.0
37.0,2178.0
37.0,2564.0
37.0,3592.0
37.0,258.0
37.0,1678.0
37.0,5391.0
37.0,2339.0
37.0,5521.0
37.0,787.0
37.0,5781.0
37.0,411.0
37.0,4124.0
37.0,4381.0
37.0,1951.0
37.0,4384.0
37.0,418.0
37.0,3739.0
37.0,1447.0
37.0,4649.0
37.0,4652.0
37.0,1757.0
37.0,2992.0
37.0,178.0
37.0,1848.0
37.0,3002.0
37.0,5820.0
37.0,3903.0
37.0,2368.0
37.0,1473.0
37.0,962.0
37.0,4000.0
37.0,4635.0
37.0,2377.0
37.0,2507.0
37.0,1634.0
37.0,4305.0
37.0,1235.0
37.0,4052.0
37.0,5333.0
37.0,727.0
37.0,93.0
37.0,4446.0
37.0,3285.0
37.0,2939.0
37.0,5608.0
37.0,2665.0
37.0,1898.0
37.0,3693.0
37.0,4706.0
37.0,4339.0
37.0,379.0
37.0,1237.0
38.0,3200.0
38.0,2713.0
38.0,2651.0
38.0,404.0
38.0,1718.0
39.0,704.0
39.0,3269.0
39.0,4583.0
39.0,3911.0
39.0,950.0
39.0,1145.0
39.0,2335.0
40.0,4007.0
40.0,1157.0
40.0,4357.0
41.0,3697.0
41.0,5717.0
41.0,4745.0
42.0,1825.0
42.0,3779.0
42.0,3302.0
42.0,871.0
42.0,616.0
42.0,2749.0
42.0,1290.0
42.0,3371.0
42.0,5053.0
42.0,4272.0
42.0,3235.0
42.0,2388.0
42.0,407.0
42.0,378.0
42.0,3467.0
42.0,285.0
43.0,5632.0
43.0,2563.0
43.0,3846.0
43.0,2696.0
43.0,1929.0
43.0,2059.0
43.0,3085.0
43.0,4239.0
43.0,1967.0
43.0,4508.0
43.0,1438.0
43.0,5023.0
43.0,5153.0
43.0,902.0
43.0,1451.0
43.0,2348.0
43.0,1197.0
43.0,1327.0
43.0,5297.0
43.0,5043.0
43.0,1590.0
43.0,3393.0
43.0,451.0
43.0,1220.0
43.0,3015.0
43.0,2255.0
43.0,4560.0
43.0,5602.0
43.0,941.0
43.0,114.0
43.0,2556.0
44.0,3714.0
45.0,5023.0
45.0,5575.0
45.0,1449.0
45.0,3722.0
45.0,1100.0
45.0,656.0
45.0,1652.0
45.0,2902.0
45.0,4984.0
45.0,315.0
45.0,5950.0
45.0,5535.0
46.0,472.0
46.0,2833.0
46.0,2508.0
46.0,3053.0
47.0,406.0
47.0,2878.0
48.0,4897.0
48.0,4650.0
49.0,5371.0
49.0,5677.0
50.0,5632.0
50.0,516.0
50.0,1104.0
50.0,1232.0
50.0,3099.0
50.0,329.0
50.0,1649.0
50.0,1193.0
50.0,5931.0
50.0,1461.0
50.0,1463.0
50.0,315.0
50.0,2494.0
50.0,1729.0
50.0,3272.0
50.0,3401.0
50.0,331.0
50.0,2126.0
50.0,5456.0
50.0,3671.0
50.0,2013.0
50.0,5342.0
50.0,3167.0
50.0,80.0
50.0,229.0
50.0,5479.0
50.0,2280.0
50.0,5994.0
50.0,872.0
50.0,4393.0
50.0,4688.0
50.0,4816.0
50.0,874.0
51.0,5784.0
51.0,2705.0
51.0,4563.0
51.0,2475.0
51.0,6014.0
52.0,3105.0
52.0,3940.0
52.0,4455.0
52.0,1129.0
52.0,5741.0
52.0,1838.0
52.0,2620.0
53.0,5571.0
53.0,2372.0
53.0,3014.0
53.0,4838.0
53.0,5960.0
53.0,3659.0
53.0,4750.0
53.0,3310.0
53.0,179.0
53.0,820.0
53.0,5269.0
53.0,5267.0
53.0,795.0
54.0,4008.0
54.0,1017.0
54.0,4418.0
54.0,2694.0
54.0,4809.0
55.0,2480.0
55.0,3777.0
56.0,2445.0
57.0,3400.0
57.0,1041.0
57.0,1771.0
58.0,642.0
58.0,4995.0
58.0,3976.0
58.0,14.0
58.0,3843.0
58.0,3220.0
58.0,4888.0
58.0,5274.0
58.0,2340.0
58.0,1478.0
58.0,4941.0
58.0,2357.0
58.0,2104.0
58.0,3774.0
58.0,832.0
58.0,1986.0
58.0,2755.0
58.0,710.0
58.0,2807.0
58.0,1996.0
58.0,1229.0
58.0,5069.0
58.0,5837.0
58.0,1617.0
58.0,2006.0
58.0,2267.0
58.0,5472.0
58.0,2406.0
58.0,617.0
58.0,5997.0
58.0,4078.0
58.0,2543.0
58.0,5872.0
58.0,2930.0
58.0,3060.0
58.0,4599.0
58.0,2426.0
59.0,5362.0
60.0,5222.0
60.0,4718.0
60.0,3440.0
60.0,5559.0
60.0,5150.0
60.0,5343.0
61.0,2048.0
61.0,514.0
61.0,76.0
61.0,5070.0
61.0,4244.0
61.0,793.0
62.0,4667.0
62.0,2052.0
62.0,2390.0
62.0,2694.0
62.0,2952.0
62.0,1232.0
62.0,4493.0
62.0,4953.0
62.0,143.0
62.0,1424.0
62.0,472.0
62.0,1558.0
62.0,3863.0
62.0,1816.0
62.0,3176.0
62.0,2843.0
62.0,1744.0
62.0,2587.0
62.0,5416.0
62.0,1322.0
62.0,4881.0
62.0,4788.0
62.0,5173.0
62.0,5688.0
62.0,4409.0
62.0,826.0
62.0,5819.0
62.0,3393.0
62.0,4072.0
62.0,4035.0
62.0,5574.0
62.0,5960.0
62.0,1993.0
62.0,5962.0
62.0,3981.0
62.0,3792.0
62.0,5283.0
62.0,84.0
62.0,4950.0
62.0,3800.0
62.0,1497.0
62.0,2144.0
62.0,2145.0
62.0,4962.0
62.0,5731.0
62.0,5350.0
62.0,3431.0
62.0,104.0
62.0,618.0
62.0,1895.0
62.0,1260.0
62.0,125.0
62.0,241.0
62.0,5621.0
62.0,1913.0
62.0,4858.0
62.0,763.0
62.0,5373.0
62.0,5630.0
62.0,3455.0
63.0,1339.0
63.0,602.0
63.0,159.0
63.0,4074.0
63.0,1975.0
64.0,2917.0
64.0,559.0
65.0,2624.0
65.0,267.0
65.0,2732.0
65.0,4430.0
65.0,4273.0
65.0,3310.0
65.0,1047.0
65.0,5087.0
66.0,3409.0
66.0,3444.0
66.0,5805.0
66.0,646.0
66.0,5305.0
67.0,4214.0
68.0,744.0
68.0,3324.0
68.0,1655.0
69.0,1696.0
69.0,2690.0
69.0,5475.0
69.0,484.0
69.0,4709.0
69.0,140.0
69.0,1100.0
69.0,5134.0
69.0,3473.0
69.0,3308.0
69.0,26.0
69.0,959.0
69.0,5468.0
69.0,3071.0
70.0,4303.0
70.0,1213.0
70.0,4467.0
70.0,1016.0
70.0,1018.0
70.0,2461.0
70.0,2526.0
70.0,991.0
71.0,5995.0
71.0,4228.0
71.0,5644.0
71.0,4369.0
71.0,4506.0
71.0,923.0
71.0,3872.0
71.0,5796.0
71.0,4465.0
71.0,298.0
71.0,1457.0
71.0,5556.0
71.0,4417.0
71.0,1218.0
71.0,70.0
71.0,5451.0
71.0,333.0
71.0,1743.0
71.0,2386.0
71.0,981.0
71.0,4952.0
71.0,5471.0
71.0,4962.0
71.0,5989.0
71.0,4839.0
71.0,4587.0
71.0,1234.0
71.0,3952.0
71.0,1777.0
71.0,4949.0
72.0,5712.0
72.0,1224.0
72.0,4053.0
72.0,1629.0
72.0,2993.0
73.0,5864.0
73.0,2385.0
73.0,3062.0
73.0,1262.0
73.0,4745.0
74.0,1666.0
74.0,2438.0
74.0,1935.0
74.0,3216.0
74.0,4497.0
74.0,1812.0
74.0,3095.0
74.0,5286.0
74.0,1964.0
74.0,3760.0
74.0,3889.0
74.0,3123.0
74.0,5180.0
74.0,445.0
74.0,5451.0
74.0,3532.0
74.0,4693.0
74.0,1497.0
74.0,6012.0
74.0,4208.0
74.0,3388.0
74.0,916.0
74.0,3067.0
74.0,5628.0
75.0,2112.0
75.0,3492.0
75.0,2376.0
75.0,1330.0
75.0,5618.0
75.0,5754.0
75.0,2303.0
76.0,2760.0
76.0,3434.0
76.0,5219.0
77.0,385.0
77.0,5762.0
77.0,4779.0
77.0,4869.0
77.0,4008.0
77.0,3731.0
77.0,5908.0
77.0,2969.0
77.0,4804.0
77.0,1946.0
77.0,412.0
77.0,3485.0
77.0,1440.0
77.0,3312.0
77.0,1059.0
77.0,3108.0
77.0,4902.0
77.0,2216.0
77.0,425.0
77.0,683.0
77.0,5164.0
77.0,1329.0
77.0,5299.0
77.0,564.0
77.0,1847.0
77.0,184.0
77.0,5179.0
77.0,5568.0
77.0,2754.0
77.0,4676.0
77.0,5445.0
77.0,3937.0
77.0,3656.0
77.0,4047.0
77.0,2771.0
77.0,2169.0
77.0,472.0
77.0,5978.0
77.0,3423.0
77.0,4705.0
77.0,4423.0
77.0,708.0
77.0,742.0
77.0,3559.0
77.0,4969.0
77.0,4336.0
77.0,5617.0
77.0,4213.0
77.0,3449.0
77.0,5755.0
78.0,1105.0
78.0,178.0
78.0,3908.0
78.0,2429.0
78.0,2545.0
79.0,4048.0
79.0,2824.0
79.0,5433.0
80.0,1546.0
80.0,2380.0
80.0,3077.0
80.0,349.0
81.0,2289.0
81.0,2774.0
81.0,2455.0
82.0,184.0
82.0,276.0
82.0,3832.0
82.0,4532.0
82.0,2268.0
82.0,4606.0
83.0,74.0
84.0,3396.0
84.0,1349.0
84.0,4847.0
84.0,722.0
84.0,3479.0
84.0,3386.0
84.0,2651.0
84.0,5052.0
85.0,1030.0
85.0,193.0
85.0,3980.0
85.0,1167.0
85.0,1169.0
85.0,277.0
85.0,3735.0
85.0,2477.0
85.0,542.0
85.0,675.0
85.0,5030.0
85.0,1321.0
85.0,3117.0
85.0,2611.0
85.0,2997.0
85.0,2743.0
85.0,3006.0
85.0,4545.0
85.0,4674.0
85.0,5446.0
85.0,1615.0
85.0,4048.0
85.0,4689.0
85.0,5716.0
85.0,4699.0
85.0,357.0
85.0,4076.0
85.0,4849.0
85.0,2291.0
85.0,1276.0
85.0,2557.0
85.0,895.0
86.0,874.0
86.0,375.0
87.0,4838.0
87.0,4975.0
87.0,5424.0
87.0,5879.0
87.0,5051.0
87.0,1916.0
87.0,125.0
88.0,5318.0
88.0,5256.0
88.0,713.0
88.0,942.0
88.0,2323.0
88.0,1492.0
89.0,1928.0
89.0,4854.0
89.0,1942.0
90.0,1524.0
90.0,2575.0
91.0,5516.0
92.0,6022.0
92.0,1289.0
92.0,5406.0
92.0,1698.0
92.0,3762.0
92.0,1456.0
92.0,177.0
92.0,2354.0
92.0,3891.0
92.0,3769.0
92.0,1980.0
92.0,3133.0
92.0,3264.0
92.0,453.0
92.0,4307.0
92.0,1371.0
92.0,2014.0
92.0,5604.0
92.0,5733.0
92.0,2794.0
92.0,3310.0
92.0,1519.0
93.0,5793.0
93.0,3018.0
93.0,75.0
93.0,961.0
94.0,2217.0
94.0,18.0
94.0,3260.0
94.0,693.0
94.0,2173.0
95.0,5155.0
95.0,1287.0
95.0,1070.0
95.0,111.0
95.0,241.0
95.0,1970.0
95.0,1108.0
95.0,3127.0
95.0,3579.0
96.0,3334.0
96.0,1006.0
96.0,1818.0
96.0,4252.0
96.0,314.0
96.0,4803.0
96.0,5829.0
96.0,4450.0
96.0,81.0
96.0,4437.0
96.0,982.0
96.0,3543.0
96.0,1626.0
96.0,4575.0
96.0,5346.0
96.0,618.0
96.0,4459.0
96.0,4078.0
96.0,5493.0
96.0,2297.0
96.0,5226.0
96.0,597.0
97.0,2272.0
97.0,773.0
97.0,2477.0
98.0,2024.0
98.0,2610.0
98.0,1814.0
98.0,3503.0
99.0,1364.0
100.0,2769.0
101.0,5130.0
101.0,1540.0
101.0,4806.0
101.0,1798.0
101.0,1543.0
101.0,4392.0
101.0,4394.0
101.0,3982.0
101.0,1615.0
101.0,2010.0
101.0,3026.0
101.0,660.0
101.0,5813.0
101.0,3416.0
101.0,2525.0
101.0,5999.0
101.0,4829.0
101.0,1365.0
102.0,4684.0
102.0,3136.0
102.0,514.0
102.0,261.0
102.0,6.0
102.0,904.0
102.0,1545.0
102.0,1802.0
102.0,2946.0
102.0,4495.0
102.0,1296.0
102.0,787.0
102.0,916.0
102.0,2349.0
102.0,1049.0
102.0,4763.0
102.0,901.0
102.0,1443.0
102.0,5796.0
102.0,1024.0
102.0,1329.0
102.0,389.0
102.0,476.0
102.0,426.0
102.0,2220.0
102.0,4978.0
102.0,3888.0
102.0,2609.0
102.0,2868.0
102.0,3256.0
102.0,2361.0
102.0,5023.0
102.0,2750.0
102.0,1471.0
102.0,2240.0
102.0,836.0
102.0,2631.0
102.0,585.0
102.0,332.0
102.0,4401.0
102.0,5460.0
102.0,4345.0
102.0,1242.0
102.0,1755.0
102.0,4956.0
102.0,3935.0
102.0,4581.0
102.0,5990.0
102.0,617.0
102.0,3948.0
102.0,2413.0
102.0,4718.0
102.0,2290.0
102.0,4341.0
102.0,4086.0
102.0,3604.0
102.0,4475.0
103.0,4225.0
103.0,1090.0
103.0,5990.0
103.0,2023.0
103.0,2791.0
103.0,4268.0
103.0,3120.0
103.0,858.0
103.0,412.0
104.0,1394.0
104.0,5061.0
104.0,4648.0
104.0,6029.0
104.0,3662.0
104.0,4593.0
104.0,5330.0
104.0,4259.0
104.0,3762.0
104.0,3125.0
104.0,6039.0
104.0,3352.0
104.0,4825.0
104.0,3995.0
104.0,3646.0
105.0,1155.0
105.0,2825.0
105.0,1674.0
105.0,1419.0
105.0,782.0
105.0,5263.0
105.0,3345.0
105.0,530.0
105.0,5226.0
105.0,3887.0
105.0,3742.0
105.0,1952.0
105.0,2213.0
105.0,1319.0
105.0,5416.0
105.0,2290.0
105.0,45.0
105.0,559.0
105.0,5726.0
105.0,1976.0
105.0,3693.0
105.0,2197.0
105.0,2315.0
105.0,4164.0
105.0,4937.0
105.0,2513.0
105.0,4306.0
105.0,3854.0
105.0,4054.0
105.0,855.0
105.0,2008.0
105.0,4190.0
105.0,3424.0
105.0,226.0
105.0,1251.0
105.0,3921.0
105.0,362.0
105.0,363.0
105.0,2066.0
105.0,1533.0
105.0,1520.0
105.0,5490.0
105.0,3701.0
105.0,886.0
105.0,5631.0
105.0,2812.0
105.0,874.0
105.0,1790.0
105.0,3605.0
106.0,2496.0
106.0,4961.0
106.0,4578.0
106.0,5413.0
106.0,2534.0
106.0,4648.0
106.0,2121.0
106.0,1914.0
106.0,333.0
106.0,5813.0
106.0,1321.0
106.0,2298.0
106.0,4380.0
106.0,4218.0
106.0,1887.0
107.0,3203.0
107.0,3655.0
107.0,844.0
107.0,3949.0
107.0,4589.0
107.0,5743.0
107.0,925.0
108.0,4008.0
108.0,5672.0
108.0,3347.0
108.0,4632.0
108.0,857.0
108.0,5405.0
109.0,5605.0
109.0,583.0
109.0,2855.0
109.0,5589.0
109.0,1654.0
109.0,3289.0
110.0,2121.0
110.0,4694.0
111.0,3168.0
111.0,5869.0
112.0,705.0
112.0,2274.0
112.0,1733.0
112.0,2323.0
112.0,3243.0
112.0,2220.0
112.0,5906.0
112.0,174.0
112.0,1789.0
112.0,2226.0
112.0,1331.0
112.0,1433.0
112.0,4315.0
112.0,61.0
112.0,2181.0
113.0,2512.0
113.0,5637.0
113.0,5766.0
113.0,5608.0
113.0,649.0
113.0,2571.0
113.0,1804.0
113.0,4973.0
113.0,4623.0
113.0,2352.0
113.0,5618.0
113.0,4051.0
113.0,4501.0
113.0,4055.0
113.0,5080.0
113.0,569.0
113.0,3807.0
113.0,668.0
113.0,4031.0
114.0,2851.0
114.0,2180.0
114.0,5899.0
114.0,275.0
114.0,5130.0
114.0,4139.0
114.0,4492.0
114.0,5423.0
114.0,1200.0
114.0,5400.0
114.0,5202.0
114.0,1779.0
114.0,3991.0
114.0,4440.0
114.0,2558.0
115.0,2112.0
115.0,4342.0
115.0,4527.0
115.0,6034.0
115.0,2805.0
115.0,2196.0
115.0,2709.0
115.0,5590.0
115.0,5023.0
115.0,956.0
115.0,3197.0
115.0,5759.0
116.0,133.0
116.0,648.0
116.0,1935.0
116.0,5265.0
116.0,5650.0
116.0,5653.0
116.0,407.0
116.0,3480.0
116.0,5275.0
116.0,5532.0
116.0,4826.0
116.0,4165.0
116.0,2465.0
116.0,2468.0
116.0,4017.0
116.0,5416.0
116.0,2736.0
116.0,4785.0
116.0,5042.0
116.0,2235.0
116.0,54.0
116.0,4024.0
116.0,5563.0
116.0,3772.0
116.0,4797.0
116.0,958.0
116.0,575.0
116.0,5878.0
116.0,289.0
116.0,3530.0
116.0,2935.0
116.0,3406.0
116.0,3286.0
116.0,2138.0
116.0,2523.0
116.0,2140.0
116.0,4445.0
116.0,4832.0
116.0,1019.0
116.0,5222.0
116.0,1126.0
116.0,4712.0
116.0,502.0
116.0,4076.0
116.0,4592.0
116.0,4084.0
116.0,3966.0
116.0,4726.0
116.0,4087.0
116.0,2811.0
116.0,5886.0
117.0,1164.0
117.0,4573.0
117.0,878.0
118.0,562.0
118.0,3138.0
119.0,5661.0
119.0,3615.0
119.0,2592.0
119.0,2013.0
119.0,3115.0
119.0,1591.0
119.0,3130.0
119.0,3643.0
119.0,3645.0
119.0,3647.0
119.0,5188.0
119.0,3395.0
119.0,4172.0
119.0,5901.0
119.0,1115.0
119.0,92.0
119.0,2655.0
119.0,1122.0
119.0,3182.0
119.0,2671.0
119.0,3699.0
119.0,635.0
119.0,1669.0
119.0,1684.0
119.0,4266.0
119.0,2220.0
119.0,1394.0
119.0,3246.0
119.0,4286.0
119.0,3270.0
119.0,4300.0
119.0,720.0
119.0,1253.0
119.0,5864.0
119.0,238.0
119.0,4337.0
119.0,3836.0
119.0,3838.0
119.0,5378.0
119.0,2308.0
119.0,2310.0
119.0,5384.0
119.0,4361.0
119.0,3850.0
119.0,3341.0
119.0,3344.0
119.0,1810.0
119.0,788.0
119.0,794.0
119.0,4388.0
119.0,4390.0
119.0,2351.0
119.0,5938.0
119.0,828.0
119.0,1341.0
119.0,4419.0
119.0,5446.0
119.0,1353.0
119.0,3403.0
119.0,2898.0
119.0,1879.0
119.0,5995.0
119.0,3950.0
119.0,882.0
119.0,374.0
119.0,2936.0
119.0,3456.0
119.0,3472.0
119.0,2371.0
119.0,3477.0
119.0,1948.0
119.0,2466.0
119.0,1959.0
119.0,2472.0
119.0,4015.0
119.0,1476.0
119.0,1989.0
119.0,1483.0
119.0,2000.0
119.0,3028.0
119.0,1501.0
119.0,4589.0
119.0,2035.0
119.0,5620.0
119.0,477.0
119.0,508.0
120.0,2178.0
120.0,4234.0
120.0,4364.0
120.0,4866.0
120.0,5402.0
120.0,3483.0
120.0,4380.0
120.0,3614.0
120.0,4895.0
120.0,3872.0
120.0,1352.0
120.0,3875.0
120.0,3620.0
120.0,2993.0
120.0,1066.0
120.0,2219.0
120.0,1964.0
120.0,5805.0
120.0,1456.0
120.0,3505.0
120.0,4402.0
120.0,2747.0
120.0,5951.0
120.0,4933.0
120.0,5702.0
120.0,4295.0
120.0,1608.0
120.0,716.0
120.0,4557.0
120.0,5724.0
120.0,2271.0
120.0,992.0
120.0,5041.0
120.0,2663.0
120.0,1526.0
120.0,3577.0
120.0,762.0
121.0,4771.0
122.0,4743.0
122.0,4426.0
122.0,5452.0
122.0,5935.0
122.0,657.0
122.0,2677.0
122.0,3447.0
122.0,696.0
122.0,5561.0
122.0,861.0
122.0,1663.0
123.0,5256.0
123.0,1678.0
123.0,3919.0
123.0,112.0
123.0,629.0
123.0,1238.0
123.0,2779.0
123.0,5566.0
123.0,2431.0
124.0,795.0
124.0,603.0
125.0,5984.0
125.0,1560.0
125.0,1379.0
125.0,1024.0
126.0,1089.0
126.0,1730.0
126.0,1251.0
126.0,667.0
126.0,3814.0
126.0,1063.0
126.0,4905.0
126.0,4394.0
126.0,5707.0
126.0,4807.0
126.0,2109.0
126.0,3602.0
126.0,1620.0
126.0,763.0
126.0,1098.0
127.0,1747.0
127.0,5828.0
127.0,270.0
128.0,5248.0
128.0,130.0
128.0,4489.0
128.0,652.0
128.0,2318.0
128.0,408.0
128.0,4641.0
128.0,5801.0
128.0,5037.0
128.0,2483.0
128.0,5320.0
128.0,4689.0
128.0,5849.0
128.0,2656.0
128.0,5985.0
128.0,2405.0
128.0,5355.0
128.0,3566.0
128.0,1395.0
128.0,1653.0
128.0,3323.0
128.0,3453.0
129.0,4886.0
130.0,448.0
130.0,3347.0
130.0,717.0
130.0,3535.0
130.0,3602.0
130.0,2355.0
130.0,4630.0
130.0,1657.0
131.0,760.0
131.0,2754.0
131.0,5715.0
131.0,2374.0
132.0,4348.0
132.0,5734.0
132.0,1151.0
133.0,3108.0
133.0,70.0
133.0,5481.0
133.0,46.0
133.0,2448.0
133.0,1587.0
133.0,4014.0
133.0,4223.0
133.0,1695.0
134.0,98.0
134.0,4067.0
134.0,2341.0
134.0,3023.0
134.0,5104.0
134.0,3636.0
134.0,1167.0
134.0,4125.0
134.0,1662.0
135.0,4320.0
135.0,656.0
136.0,1276.0
136.0,3082.0
136.0,4244.0
136.0,2766.0
136.0,559.0
137.0,265.0
138.0,3367.0
138.0,111.0
138.0,5444.0
138.0,2215.0
139.0,1387.0
139.0,4732.0
140.0,1042.0
140.0,4454.0
140.0,1063.0
141.0,1163.0
141.0,6036.0
142.0,1782.0
143.0,3972.0
143.0,1929.0
143.0,1419.0
143.0,5520.0
143.0,2580.0
143.0,5030.0
143.0,3864.0
143.0,4385.0
143.0,1061.0
143.0,5286.0
143.0,1963.0
143.0,4041.0
143.0,4408.0
143.0,5945.0
143.0,5054.0
143.0,629.0
143.0,3911.0
143.0,1609.0
143.0,3604.0
